,beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,label
190,0.031149301825993556,0.38990332975295383,0.30612244897959184,0.2728249194414608,0.0,0.0,0.0,0.0,1
191,0.0,0.381021897810219,0.46715328467153283,0.15182481751824817,0.0,0.0,0.0,0.0,1
192,0.023529411764705882,0.3764705882352941,0.3803921568627451,0.2196078431372549,0.0,0.0,0.0,0.0,1
193,0.11307420494699646,0.15901060070671377,0.28975265017667845,0.4381625441696113,0.0,0.0,0.0,0.0,1
194,0.01092896174863388,0.41120218579234974,0.3483606557377049,0.22950819672131148,0.0,0.0,0.0,0.0,1
195,0.05653710247349823,0.127208480565371,0.127208480565371,0.6890459363957597,0.0,0.0,0.0,0.0,1
196,0.018108651911468814,0.18108651911468812,0.46277665995975853,0.3380281690140845,0.0,0.0,0.0,0.0,1
197,0.14225941422594143,0.03347280334728033,0.14225941422594143,0.6820083682008368,0.0,0.0,0.0,0.0,2
198,0.16025641025641027,0.019230769230769232,0.16025641025641027,0.6602564102564102,0.0,0.0,0.0,0.0,1
199,0.00909090909090909,0.19545454545454546,0.06212121212121212,0.7333333333333333,0.0,0.0,0.0,0.0,1
200,0.025210084033613446,0.17507002801120447,0.18487394957983194,0.6148459383753502,0.0,0.0,0.0,0.0,1
201,0.058823529411764705,0.004901960784313725,0.00980392156862745,0.9264705882352942,0.0,0.0,0.0,0.0,2
202,0.16194331983805668,0.03643724696356275,0.032388663967611336,0.7692307692307693,0.0,0.0,0.0,0.0,1
203,0.13663663663663664,0.036036036036036036,0.22672672672672672,0.6006006006006006,0.0,0.0,0.0,0.0,1
204,0.11836734693877551,0.1673469387755102,0.2897959183673469,0.42448979591836733,0.0,0.0,0.0,0.0,1
205,0.15098468271334792,0.01312910284463895,0.019693654266958426,0.8161925601750547,0.0,0.0,0.0,0.0,1
206,0.06038647342995169,0.10990338164251208,0.2210144927536232,0.6086956521739131,0.0,0.0,0.0,0.0,1
207,0.04276315789473684,0.11842105263157894,0.17105263157894737,0.6677631578947368,0.0,0.0,0.0,0.0,1
208,0.035196687370600416,0.09109730848861283,0.16770186335403728,0.7060041407867494,0.0,0.0,0.0,0.0,1
209,0.05170068027210884,0.10748299319727891,0.1891156462585034,0.6517006802721088,0.0,0.0,0.0,0.0,1
210,0.04739336492890995,0.08056872037914692,0.21642969984202212,0.655608214849921,0.0,0.0,0.0,0.0,2
211,0.05725190839694656,0.08142493638676845,0.17048346055979643,0.6908396946564885,0.0,0.0,0.0,0.0,2
212,0.05475504322766571,0.11959654178674352,0.24495677233429394,0.5806916426512968,0.0,0.0,0.0,0.0,2
213,0.04883227176220807,0.11464968152866242,0.2229299363057325,0.613588110403397,0.0,0.0,0.0,0.0,2
214,0.041189931350114416,0.10297482837528604,0.2345537757437071,0.6212814645308925,0.0,0.0,0.0,0.0,1
215,0.1217292377701934,0.1547212741751991,0.2502844141069397,0.4732650739476678,0.0,0.0,0.0,0.0,1
216,0.04419889502762431,0.10497237569060773,0.19889502762430938,0.5966850828729282,0.055248618784530384,0.0,0.0,0.0,2
217,0.07515657620041753,0.1315240083507307,0.49269311064718163,0.30062630480167013,0.0,0.0,0.0,0.0,2
218,0.0,0.38345864661654133,0.6165413533834586,0.0,0.0,0.0,0.0,0.0,1
219,0.0713489409141583,0.1794871794871795,0.49498327759197325,0.25418060200668896,0.0,0.0,0.0,0.0,1
220,0.0,0.351270553064275,0.648729446935725,0.0,0.0,0.0,0.0,0.0,2
221,0.0,0.3359746434231379,0.6640253565768621,0.0,0.0,0.0,0.0,0.0,1
222,0.0,0.3223684210526316,0.6776315789473685,0.0,0.0,0.0,0.0,0.0,1
223,0.0624048706240487,0.1385083713850837,0.512937595129376,0.2861491628614916,0.0,0.0,0.0,0.0,1
224,0.0016778523489932886,0.3187919463087248,0.6778523489932886,0.0016778523489932886,0.0,0.0,0.0,0.0,1
225,0.0,0.34464751958224543,0.6553524804177546,0.0,0.0,0.0,0.0,0.0,1
